id,sentence,set
s1038,Ik ben niet van plan om op te geven.,26
s1039,Ze hebben dingen gedaan waar ze zichzelf niet toe in staat achtten.,26
s1040,"Door voor deze routes te kiezen, kan een groot deel van Nederland worden bezocht.",26
s1041,Ze gaan weer spelen.,27
s1042,Een onbekende rukte de bus uit haar handen.,27
s1043,Vanwege het brede bereik van Snapchat zien ook leeftijdgenoten uit andere wijken de tekst op hun telefoon binnenkomen.,27
s1044,"Ventilatoren in tenten ""We hebben extra overkappingen gemaakt, zodat de tienduizenden bezoekers de schaduw op kunnen zoeken"", vertelt Remko Hermans van Intents, een festival in Oisterwijk dat eveneens morgen begint en tot en met zondag duurt.",27
s1045,Boerenkool met worst De deelnemers reageerden het actiefst op een enquêtevraag over typisch Nederlandse of Vlaamse lekkernijen.,27
s1046,Duizenden Venezolanen zijn de grens met buurland Colombia overgestoken om voedsel en medicijnen in te slaan.,27
s1047,Er moet heel veel gebeuren bij ⁦@minerva⁩.,27
s1048,Daarom stapt hij nu op.,27
s1049,Vanaf het begin is de druk nooit van de ketel geweest om onze regering omver te werpen.,27
s1050,Daarnaast is het heel belangrijk dat ze samen met de Amerikanen aan een oplossing werken.,27
s1051,"Het had niet zo moeten gaan"", zegt een woordvoerder van de burgemeester.",27
s1052,Er kwamen veel meldingen binnen van telefoons die spontaan in brand vlogen.,27
s1053,"Het is een heel erg haperende integratie, om het maar even zachtjes te zeggen.",27
s1054,"Ja, what the fuck!",27
s1055,Het is in strijd met de algemene beginselen van behoorlijk bestuur om te zeggen 'we gaan door met deze modellen en zoek het maar uit bij de rechter'.,27
s1056,"De beelden zijn een vergissing, een ontkenning van onze geschiedenis.",27
s1057,Het is een bijzondere situatie: ik kijk met verbazing dat het zó lang heeft geduurd om te zien hoe dramatisch dit is.,27
s1058,Het laat maar weer eens zien hoe machtig deze partijen zijn.,27
s1059,Een aantal leden uit Catalonië toonde tot ergernis van hun niet-Catalaanse collega's uit Spanje een Catalaanse vlag.,27
s1060,"In 2015 was dat gedaald tot 3 procent (5,3 miljard euro).",27
s1061,Een rechtbank in Irak heeft nog eens twee Franse leden van de terreurgroep IS ter dood veroordeeld.,27
s1062,"De macht van de president wordt fors uitgebreid, zo kan die straks onder meer zelf ministers benoemen en kan hij een langere periode aanblijven.",27
s1063,In onze uitzending vertelt hij hier meer over.,27
s1064,"Op deze manier kunnen Oekraïense verdachten worden vervolgd, terwijl er recht wordt gedaan aan het uitleveringsverbod in de Oekraïense grondwet.",27
s1065,Ook zou hij met messen zijn bewerkt.,27
s1066,"De misvormde gezichten en tronies zouden niet misstaan als illustratie bij een horrorverhaal: tandeloze mannen met ingevallen monden en haakneuzen, curieuze hoofddeksels, vogelbekachtige monden en gezichten die blinde razernij uitdrukken.",27
s1067,Op Facebook zegt hij terughoudend te zijn met mededelingen naar buiten vanwege de veiligheid.,27
s1068,"Toen ik de uitspraken hoorde dacht ik: geweldig, wat een kanjer!",27
s1069,"Geef me die kankertelefoon"", schreeuwt hij.",27
s1070,PO in actie had minister Slob een ultimatum gesteld.,27
s1071,Net als brood zonder gluten.,27
s1072,"Nathan voelde zich naar eigen zeggen ""een beetje vervreemd"" in Almelo: ""Ik vond het nooit leuk op school dat ik de enige was die anders was.",27
s1073,"Een bonte coalitie van links tot rechts die het slechts eens lijkt over de Belgische steun voor het migratiepact, maar verder op vrijwel alle punten van mening verschilt.",27
s1074,Door mensen die de beelden hebben opgenomen belandde de video deze week op Twitter.,27
s1075,"Je ziet dat economische belangen en veiligheid strijden om voorrang binnen het kabinet, maar er valt geen duidelijke keuze uit op te maken.",27
s1076,"Je kunt zomaar ergens in een gang terechtkomen, want daar zijn er heel veel van.",27
s1077,Het afgelopen jaar maakte KPN nog 280 miljoen euro winst.,27
s1078,"De inmiddels 54-jarige T. verkrachtte jonge vrouwen in Utrecht, De Bilt en Bunnik, maar volgens zijn advocaat was het proces niet eerlijk.",27
s1079,Deze fietsers zaten op de zuidelijke denk ik.,27
s1080,"Er zijn wel wat aanrijdingen geweest, maar niet meer dan normaal.",27
s1081,We zien dat het eten van de voedselbank komt.,28
s1082,Het is alsof ze voor het einde van de maaltijd van tafel gaan en de rekening laten liggen.,28
s1083,"Dit is een internationaal strafhof, dat in Nederland is gevestigd en onder toezicht van de Verenigde Naties staat.",28
s1084,Lee had de afgelopen tijd een zwakke gezondheid.,28
s1085,"Binnen no time gaat zo'n foto door de hele school heen, met alle gevolgen van dien.",28
s1086,Dit had nooit mogen gebeuren.,28
s1087,"Ongeveer 500 mariniers, andere militairen en agenten uit Nederland, Aruba en Curaçao helpen mee om de openbare orde op Sint-Maarten te handhaven.",28
s1088,"De omvang van de betogingen varieert van tien- tot honderdduizenden mensen, wat uitzonderlijk is voor het Noord-Afrikaanse land.",28
s1089,"Als de rechter er aan te pas was gekomen, was de burgemeester zeker voor de bijl gegaan.",28
s1090,"Mensen willen gewoon veiligheid en zekerheid, zonder dat ze allemaal voorzorgsmaatregelen moeten nemen.",28
s1091,"Maar we vonden het tijd voor een sterker statement, nu met drie aanvallen in drie maanden.",28
s1092,"Weet je, we hadden Gary Barlow of Elton John kunnen sturen en dan waren we waarschijnlijk nog laatste geworden.",28
s1093,"Als de kerk sluit, moet een andere kerk tot bisschopskerk van Utrecht worden benoemd.",28
s1094,"Iedereen die bezig is met deze thematiek, zou de standaard op het nachtkastje moeten hebben liggen.",28
s1095,"We zijn het stadium van discussie al lang voorbij: het kan niet meer, klaar.",28
s1096,"Het zou gaan om een man tussen de 25 en 30 jaar oud, die zich uitdost als Hitler, compleet met kenmerkende snor en strak gekamd haar.",28
s1097,Dutch FilmWorks kondigde in augustus 2017 aan dat het illegale downloaders wil gaan aanpakken.,28
s1098,Volgens de politie in Peru komen de meeste gewonde toeristen uit het buitenland.,28
s1099,"Het is belangrijk om van tevoren kennis op te doen, zegt woordvoerder Iris van Deinse.",28
s1100,You were given many lies with #Obamacare!,28
s1101,Michael P. zegt dat hij zich niet meer alle details kan herinneren.,28
s1102,Zijn vrouw en de twee kinderen kwamen op Tweede Paasdag op bezoek.,28
s1103,Het is te vroeg om te zeggen dat het een leidt tot het ander.,28
s1104,Toon Gispen werd op 8 juli 1938 geboren.,28
s1105,Het is een levend monument en maakt deel uit van het landschap van Noord-Holland.,28
s1106,Blokhuis wil van de jongeren weten wat de overheid kan doen om hen te helpen.,28
s1107,De influencers zouden beter gebruik moeten maken van hun voorbeeldfunctie.,28
s1108,Archiefstukken De bank en het geld zijn inmiddels uit Lelystad verdwenen.,28
s1109,"Het is dan ook goed mogelijk dat er iets is misgegaan, zegt hij.",28
s1110,In 2011 moet hij zijn functie van bijzonder Brits handelsambassadeur opgeven vanwege de toenemende kritiek op zijn vriendschap met multimiljonair Epstein.,28
s1111,"We zijn heel tevreden over hoe het met ze gaat"", zegt Simone Schuld van Felida Big Cat Centre in Friesland.",28
s1112,"De concertlocaties moeten óf een budget reserveren voor de lunchconcerten óf het publiek laten meebetalen, zegt zij.",28
s1113,Dat doel is immers nog niet bereikt.,28
s1114,Een van de hardnekkigste geruchten rond MH17 is ontkracht.,28
s1115,"Het gaat om de veiligheid van mijn kinderen, niet dat wij weten wat ze doen en of dat goed of fout is.",28
s1116,"Niet Heathrow, maar Stansted De maatschappij bespaart ook door te vliegen op relatief onbekende vliegvelden.",28
s1117,Er werden toen ook vijf lichamen uit het water gehaald.,28
s1118,Segretti doet het lijken alsof Muskie de top van zijn partij aanvalt door uit zijn naam kritische brieven te versturen aan partijleden.,28
s1119,"Met die meerkosten is het vorige management van OpenIJ akkoord gegaan, zegt Geosung.",28
s1120,Ik begrijp ook niet waarom Nederland telkens olie op het vuur gooit.,28
s1121,"Van der Graaf kreeg na zijn vervroegde vrijlating in 2014 voorwaarden opgelegd, waaronder een fysieke meldplicht.",29
s1122,We zijn enorm dankbaar voor alle steunbetuigingen en donaties die we hebben ontvangen voor de zoekactie.,29
s1123,In Nieuwsuur vanavond een reportage uit Hazleton Pennsylvania van verslaggever Tom Kleijn.,29
s1124,Blijft over 15.522 euro waarvoor de partij geen verklaring kon geven.,29
s1125,Laat dan de dingen waar principieel anders over wordt gedacht aan de Kamer.,29
s1126,Dat verschil gaat verdwijnen: het kabinet wil dat de theoretische en gemengde leerweg worden samengevoegd.,29
s1127,"Dat zou goed zijn voor ons allemaal, ook voor mijn persconferenties.",29
s1128,En dat is maar goed ook.,29
s1129,Een basisinkomen moet er zijn als er helemaal geen banen meer zijn en er geen ontwikkeling zit in de werkgelegenheid.,29
s1130,"Wie hem bij het bedrijf gaat vervangen is nog onbekend, dat zal binnen twee weken duidelijk worden.",29
s1131,"Ik hoop dat ik straks mijn leven kan leiden zoals ik dat wil, met een baan die bij me past.",29
s1132,"Goed voor ons, maar ook heel prettig voor de buxusrups.",29
s1133,De provincie Noord-Brabant bouwt geen kerncentrale.,29
s1134,Eerder zei hij wel dat er veel druk op hem wordt uitgeoefend om de namen van de leden van de jury bekend te maken.,29
s1135,"De oude gaat naar een afvalverwerker, waar de stoffen op zeer hoge temperatuur verbrand worden"", legt Reijmers uit.",29
s1136,Maar dat zal niet meevallen.,29
s1137,Hij had een prachtige baan en die heeft hij opgegeven om dit werk te doen.,29
s1138,De minister geeft maandag ook zijn visie op de internationale cyberstrategie van het kabinet.,29
s1139,Dat emigreren was een voornemen waar niets van waar blijkt.,29
s1140,Dat betreft ongeveer acht op de tien huishoudens in Nederland.,29
s1141,"Het is geen eindsprint, vrees ik.",29
s1142,Dat gaat te ver.,29
s1143,Het venijn zit hem volgens haar in het geniep waarmee Schild & Vrienden te werk gaat.,29
s1144,Zelf ben ik ook hondenbezitter.,29
s1145,"Weustink staat achter het doel van de docenten, maar moet niets hebben van het stakingsmiddel.",29
s1146,Ik ben niet kwaad op die terroristen.,29
s1147,De kunst was om dat bij elkaar te houden en daar ben ik niet in geslaagd.,29
s1148,Ethische vragen moeten in het maatschappelijke debat worden beantwoord.,29
s1149,"Het draait natuurlijk om Tom, maar ik zou daar graag het volkslied van Maastricht zingen.",29
s1150,"De problemen die daaruit naar voren komen, hebben we in drie verhalen hieronder gebundeld.",29
s1151,Dat is voor niemand fijn.,29
s1152,Pour en savoir plus : https://t.co/Iw6Bjh37eA Die situatie moet juist verbeteren met de aanleg van lijn 16.,29
s1153,Bij Floris heb ik nooit gedacht dat hij een fantastische acteur was.,29
s1154,Deze strijd helpt de discussie en de noodzakelijke aanpak niet vooruit.,29
s1155,"Ik zou alles wat ik heb gedaan, opnieuw doen"", merkte hij daarbij op.",29
s1156,Deze alternatieve 'vakbond' AVV tekende afgelopen jaren in veel cao's voor afschaffing van toeslagen en lage lonen.,29
s1157,"Dat zou wel eens slecht nieuws kunnen zijn voor de Amazone"", zegt Bessems Ook mensenrechtenorganisaties vrezen de plannen van Bolsonaro.",29
s1158,"Maar asielrecht moet bedoeld zijn voor mensen die echt gevaar lopen, anders loop je het risico dat het draagvlak ervoor wegspoelt.",29
s1159,"En dat is redelijk stabiel, maar daar kun je alleen niet van leven.",29
s1160,Dit zou een deel van de oplossing zijn.,29
s1161,Voor een betere toekomst voor de volgende generatie.,30
s1162,Er moet sprake zijn van dreiging en een risico voor Nederland.,30
s1163,De bewuste trui is beschikbaar in drie varianten.,30
s1164,De Nederlandse telefilm Gewoon Vrienden heeft op het Perth International Queer Film Festival de publieksprijs gewonnen.,30
s1165,Gelukkig denkt Brussel daar anders over.,30
s1166,"Dat sociaal akkoord moet niet alleen gaan over de arbeidsmarkt, maar ook bijvoorbeeld over het klimaat en energie.",30
s1167,Hij was vooral bekend van zijn rol als de Rotterdammer Harry Stevens in de VARA-tv-serie Oppassen!!!,30
s1168,"Sommigen zijn pas 7 jaar oud, een enkeling is 70.",30
s1169,De veroordelingen zijn definitief en worden niet overgedaan.,30
s1170,"Ik vang al die klappen op, maar mijn moeder kan dat beter dan ik.",30
s1171,Volgens hem gaat het sneller om de slachtsector ervan te overtuigen zelf cameratoezicht in te voeren.,30
s1172,"Sen. Schumer: ""It is worrisome, very worrisome that this joint statement is so imprecise.",30
s1173,Ik had twee kinderen van vier en zes jaar.,30
s1174,"Voor ons is het namelijk altijd onbegrijpelijk geweest als iemand 18 jaar opgelegd krijgt door de rechter, dat diegene na 12 jaar alweer 'rondhobbelt'.",30
s1175,"Ik denk dat we vooral onze stem hebben laten horen in de media, ik hoop dat naar ons wordt geluisterd.",30
s1176,Zo zijn de deskundigen erachter gekomen dat in bepaalde delen van Den Haag nog veel wordt gevoerd.,30
s1177,"Vaak hebben de bedrijven een prijsbeleid voor landen met lage of middeninkomens, maar dat beleid wordt maar in gemiddeld vijf landen toegepast.",30
s1178,"De Graaf: ""Eigenlijk moet je op zo'n moment uit veiligheidsoverwegingen juist niet gaan staan, maar blijven zitten.",30
s1179,"Het is nu een enorme hype, maar veel mensen doen het niet goed.",30
s1180,Is de vernieuwing daarvoor wel rigoureus genoeg?,30
s1181,"Het is een heel vriendelijke, normale jongen.",30
s1182,"Kennisoverdracht blijft ontzettend belangrijk, maar hoe je met alle informatie omgaat die op je afkomt, is misschien nog wel belangrijker.",30
s1183,"Als je hier net van de universiteit komt, heb je weinig kans denk ik.",30
s1184,Deze week heb ik signalen gekregen dat er daarnaast gesprekken zijn geweest die verder lijken te zijn gegaan dan dat.,30
s1185,"Ik geloof dat ik hier het overgrote deel van Nederland representeer als ik dit onsmakelijk vind"", zei de premier op zijn wekelijkse persconferentie.",30
s1186,Denk is nu met drie zetels vertegenwoordigd in de Tweede Kamer.,30
s1187,Mosul doet zijn best om zo snel mogelijk weer een normale stad worden.,30
s1188,Dat is niet in één klap waardeloos.,30
s1189,Het is goed om het verdriet onder woorden te brengen en het te duiden.,30
s1190,Een stemming vandaag was ook symbolisch geweest.,30
s1191,De provincie stoort zich aan de negatieve beeldvorming over de provincie.,30
s1192,Het is een grote eer.,30
s1193,Ook Wilthagen benadrukt dat het model wordt gedreven door de consument.,30
s1194,Een rechter die de overwinning van een zittend president durft terug te draaien: dan durf je wel.,30
s1195,"Politiek verslaggever Marleen de Rooy: ""Partijen maakten plannen voor de besteding van het geld, zoals aan duurzaamheid, zorg, of defensie.",30
s1196,Het favoriete nummer van mij en mijn moeder als we hem willen herdenken.,30
s1197,Volgens het Landelijke Netwerk Acute Zorg (LNAZ) tonen de problemen door de griepepidemie aan dat de rek uit ons systeem is.,30
s1198,We hebben heel veel nieuwe klanten.,30
s1199,Het is dan heel leuk om eindelijk eens een keer iets te krijgen.,30
s1200,Van zes soorten is de populatie sinds 1990 stabiel.,30
s1201,Stichtse Rijnlanden: Voorlopige uitslag staat op de website: Water Natuurlijk is hier de grootste partij met 7 zetels.,31
s1202,"En wiet kun je niet alleen roken, maar ook in drankjes stoppen, al is dat nu nog niet toegestaan.",31
s1203,"Zijn verhaal strookt vaak niet met hoe justitie het ziet, maar een fascinerend inkijkje in de onderwereld is het tot dusver wel.",31
s1204,NOS op 3 zette de veranderingen in deze video op een rijtje: Wonen Vanaf vandaag zal je meer eigen geld moeten gebruiken om een woning te kopen.,31
s1205,Dit is schandalig en inhumaan.,31
s1206,Santokhi wil niet op de zaken vooruitlopen.,31
s1207,Vandaag denkt hij tijdens zijn werk aan de slachtoffers.,31
s1208,De gedupeerden van de aanvaring met de stuw in de Maas bij Grave blijven mogelijk zitten met een enorme strop.,31
s1209,De liberale voorman Guy Verhofstadt vindt dat in een democratie alles transparant moet gebeuren.,31
s1210,Ik hoop dat de overheid beseft dat we geen fabriek zijn.,31
s1211,Maar dan zijn die nog iets netter.,31
s1212,Er heerst onvrede rond het vergoeden van de kosten voor het opruimen van de spullen uit de overboord geslagen containers van vrachtschip MSC Zoe.,31
s1213,"Maar ze wil ook het goede voorbeeld geven"", denkt Verdel.",31
s1214,Ze hebben ons fantastisch op de hoogte gehouden en ze waren ontzettend betrokken.,31
s1215,Ik vind het hele verhaal illustratief voor hoe dit soort dingen gaat en dat het ons niet lukt om voldoende slagkracht te ontwikkelen om dat toch tegen te houden.,31
s1216,Rutte moet het nog zien.,31
s1217,"Naar verwachting kan er zo'n 600 millimeter regen gaan vallen, twee derde van de hoeveelheid regen die in ons land in een heel jaar valt.",31
s1218,"'70 kilometer naar de zee moeten rijden en er ruim twee uur over doen, da's ook geen pretje'",31
s1219,Van de inval in Huissen werden deze beelden vrijgegeven: Premier Rutte benadrukt dat Nederlanders waakzaam moeten blijven.,31
s1220,Maar voor wat hoort wat.,31
s1221,We zitten hier niet voor de lol.,31
s1222,"Maar De Hoon heeft wel een idee: ""Volgens mij zal hun argumentatie zijn dat die personen die nu als verdachten zijn aangemerkt, nauw hebben samengewerkt met de personen die ervoor hebben gekozen om de buk te lanceren.",31
s1223,Hij of zij moet ook vice-voorzitter worden en bij alle discussies zitten.,31
s1224,In een begeleidende brief blikt Van Aartsen terug op de fraude van de beleidsmedewerker.,31
s1225,De rebellenleider zou zo'n 3000 strijders hebben verzameld.,31
s1226,"Die kabels worden wel vervangen, maar dat moet razendsnel gebeuren, binnen vier uur.",31
s1227,"Dat geeft aan dat het lastig is om eruit te komen, als je er eenmaal inzit.",31
s1228,Ik kreeg van Jan Marijnissen de indruk dat hij juist zijn dochter maande om niet te snel te gaan.,31
s1229,Dat moet groot genoeg zijn voor iedereen.,31
s1230,"Sinds Kim in 2011 aan de macht kwam wordt Howard X regelmatig gevraagd voor films, reclames en optredens.",31
s1231,Maar je kunt ook veroordeeld worden als je een poging doet om gestolen informatie te krijgen.,31
s1232,Het was voor het eerst dat Nederlandse kinderen van IS'ers werden teruggebracht.,31
s1233,"We zitten in een appgroep van de lokale overheid, dus zo worden we op de hoogte gehouden als we ergens heen moeten.",31
s1234,Alleen de jongen raakte vermist.,31
s1235,We moeten mensen informeren en adviseren over de gevaren.,31
s1236,Aan de nieuwe regels in de wet is niets mis en op de meeste plaatsen gaat het ook gewoon goed.,31
s1237,"'Lavrov niet betrokken bij annexatie Krim' De kring rond Poetin bestaat voor een groot deel uit vertrouwelingen uit Sint-Petersburg, waar de president opgroeide en carrière maakte als hoofd van de veiligheidsdienst FSB (de opvolger van de KGB).",31
s1238,"Je spreekt een beetje dezelfde taal, dat is belangrijk.",31
s1239,Het vliegveld en de haven van Saint-Martin waren ook minder beschadigd dan die van Sint-Maarten.,31
s1240,Vandaag vertelde hij in podcast De Dag over die ingrijpende tijd.,31
s1241,Dat roept echt van alles op.,32
s1242,"De jongeman heeft een grote kraag aan van kant, het is stug maar krult een beetje op.",32
s1243,En ik zie deze situatie niet snel veranderen.,32
s1244,"De gouverneur bood in eerste instantie via Twitter excuses aan voor de ""duidelijk racistische en aanstootgevende"" foto die op zijn jaarboekpagina verscheen.",32
s1245,Want Poetin zou weten dat zijn woorden gezien zouden kunnen worden als een schending van de Europese orde.,32
s1246,"Dat er een aardbeving gebeurt is tot daaraan toe, maar dit gaat wel aan je vreten.",32
s1247,Op het eerste gezicht lijkt de hoofdstad Managua een oase van rust.,32
s1248,"Het is een middel om te helpen de textielafvalberg te verkleinen"", zegt Rob van Arnhem, die dit project leidt binnen de Rijksoverheid.",32
s1249,"Now you see it, now you don’t!",32
s1250,Deze wijziging maakt dit congres nu al historisch.,32
s1251,"Daarom zie je nu dat mensen klagen over politiek, economie, vrijheid.",32
s1252,"Herhaaldelijke en ernstige aanrandingen, die haar tot wanhoop dreven.",32
s1253,Volgens hem is daar na een goed gesprek nu tijd voor nodig.,32
s1254,Støjberg staat bekend om haar harde koers tegen immigranten.,32
s1255,"Gewelddadigste jaar ooit Het houdt de inwoners van het land nauwelijks bezig, zegt hij.",32
s1256,"Als je een goed functionerend ambtelijk apparaat hebt, dan is het al moeilijk.",32
s1257,"Dit vraagt om jarenlange inzet, maar wel met democratisch genomen besluiten.",32
s1258,Ook doneerde hij hetzelfde bedrag dat hij voor het jack neerlegde.,32
s1259,Je ziet het ook terug in de keuzes die mensen maken.,32
s1260,De mobiele telefoon moet op stil en we mogen geen selfies maken (en dat mocht gisteren wel nog!),32
s1261,Wij kwamen op voor de democratie.,32
s1262,De Jong is geen waaghals.,32
s1263,Daar organiseren protestleiders een menselijke keten geïnspireerd op de Baltische Weg.,32
s1264,In het algemeen zal een crimineel niet zelf op de kandidatenlijst gaan staan.,32
s1265,"Om de oefening zo realistisch mogelijk te maken, waren tientallen figuranten uitgedost in oranje kleding.",32
s1266,Daar plakken betrokkenen posters op bomen met de oproep om uit te kijken naar Faber.,32
s1267,"Het wordt geen Delft, dat is wel zeker.",32
s1268,"De aardbevingen komen bovenop andere kwesties waar het gebied mee te maken heeft, zoals vergrijzing, bevolkingsdaling en een krappe arbeidsmarkt.",32
s1269,Daar word ik dan echt gelukkig van.,32
s1270,"President Tusk, de voorzitter van de Europese Raad, schreef deze week aan de EU-regeringsleiders dat er andere tijden zijn aangebroken.",32
s1271,Over de oorzaak van de enorme teruggang zijn de onderzoekers voorzichtig.,32
s1272,"Het gaat ons economisch voor de wind, maar meer mensen moeten daarvan profiteren.",32
s1273,De veiligheid van Groningers lijkt door middel van onfrisse koehandel door Wiebes te zijn verknoopt met een dikke belastingbonus voor Shell.,32
s1274,"Het grootste gedeelte van de bacteriën is dan wel gedood door het medicijn, maar de overgebleven bacteriën zouden het overleven en niet meer vatbaar zijn voor het medicijn.",32
s1275,"Met goede en schone accommodatie, maar waar ze niet weg kunnen en waar ze normaal kunnen leven.",32
s1276,"Marja: ""Ze moeten in ieder geval veel duidelijker stelling nemen tegen de populistische aanval op onze belangrijke instituties.",32
s1277,"Ze maakt het koningshuis relevanter, denkt hij: Meghan kijkt niet meer achterom en stort zich volledig op haar loopbaan.",32
s1278,Madrid moet ook meer haast maken van de Europese Commissie om maatregelen te nemen.,32
s1279,Dat is onacceptabel.,32
s1280,"De telefoonmakers kregen volgens Facebook toegang tot de data omdat in die tijd, vanaf 2008, lang niet alle telefoons in staat waren om een Facebook-app te draaien en gebruikers via deze toegang alsnog een 'Facebook-ervaring' konden krijgen.",32
s1281,Dat lijkt me niet de bedoeling.,33
s1282,De poes werd op 21 oktober 1963 door de Franse ruimtevaartorganisatie CNES de ruimte ingeschoten.,33
s1283,Kant kiezen De erkenning van oppositieleider Guaidó is een unieke situatie.,33
s1284,"Ik denk dat er altijd programma's zullen zijn die nieuws brengen, entertainment bieden, muziek draaien of spelletjes doen met luisteraars.",33
s1285,Het akkoord is gebaseerd op vertrouwen in elkaar.,33
s1286,Alexander heeft D66 in die jaren weer kleur op de wangen gegeven.,33
s1287,"Er worden vaker vingerafdrukken gevonden op vernislagen, maar dat de afdrukken op de originele verflaag zitten is bijzonder.",33
s1288,"Uiteindelijk gingen de Kamerleden morrend akkoord met directe Tweede Kamerverkiezingen, maar wel onder voorwaarde dat de Eerste Kamer indirect zou worden gekozen, door de Provinciale Staten.",33
s1289,"Ze hebben een betekenis: de hoge toon is 'se', de lage toon staat voor 'ref'.",33
s1290,Het inspectiepercentage wordt vastgesteld in Brussel.,33
s1291,Daar zitten wij als visserman niet op te wachten.,33
s1292,Het ministerie van Justitie zegt dat de stijging vooral te maken heeft met een toename van het aantal grote zoekacties in gevangenissen.,33
s1293,Je moet je voorstellen dat veel mensen hier niet eens weten wie de gouverneur van hun staat is.,33
s1294,"Als het klopt wat Dille vertelde is dat natuurlijk een afschuwelijk verhaal, dat de buitenwereld moet weten.",33
s1295,"Wil je bereiken dat deze feesten worden afgeschaft, dan zou de discussie onder Spanjaarden zelf moeten beginnen.",33
s1296,Ik begrijp dat het een grote zaak is en dat justitie de daders wil pakken en berechten.,33
s1297,"Hoe sterk de weerstand tegen Merkel in haar eigen partij is, valt moeilijk te meten.",33
s1298,"Kilometerbeprijzing haalt in die zin files weg"", zegt Hilbers.",33
s1299,Corruptie Maar de vraag is of Raggi de tijd wordt gegeven om voor haar stad aan de slag te gaan.,33
s1300,"Correspondent Tim de Wit verwacht dat het besluit om de man te vervolgen een storm van kritiek zal losmaken, vertelde hij eerder deze maand.",33
s1301,Er zijn veertien verdachten.,33
s1302,"Het College heeft in een brief aan de Raad van Europa geadviseerd om intensief toezicht te houden op Nederland of het voldoende doet om ""op zo kort mogelijke termijn de situatie in overeenstemming met mensenrechten te brengen"", zo schrijft het in een toelichting op de brief.",33
s1303,"Buma maakt van christen democratisch, conservatief democratisch.",33
s1304,Dat is niet acceptabel en dat gaan we aanpakken.,33
s1305,"En een andere reactie: ""Als straks je eigen kind doodziek is, een nieuw orgaan nodig heeft en er geen geschikte donor kan worden gevonden, dan ben je toch enorm blij als deze ontwikkeling uitkomst kan bieden.",33
s1306,"De Chinese president Xi Jinping hield op de eerste dag een warm pleidooi voor globalisering: ""Je mag globalisering niet de schuld geven van de problemen in de wereld.",33
s1307,Je kan een warm hart hebben maar je moet ook je hoofd koel houden.,33
s1308,"Het zou wel eens kunnen zijn dat als we in Nederland die monitor hebben en hem goed gebruiken, we een van de koplopers kunnen worden.",33
s1309,Zo zou de zwendel hem in totaal meer dan een miljoen dollar hebben opgeleverd.,33
s1310,"Nummer twee op de lijst is wetenschapster Clara Egger, die onderzoek doet naar referenda en directe democratie.",33
s1311,Vette pech voor de VVD in Utrecht: de bitterballen-motie heeft het niet gehaald.,33
s1312,"Dat ze in de systemen neusde, werd ontdekt doordat ze bevriend was met een man die verdacht werd van drugshandel en wapenbezit.",33
s1313,"Inheemse bevolking kan redelijk wat teweegbrengen President Moreno zei tot nu toe dat hij de maatregel niet wil terugdraaien, maar gisteren leek het erop alsof de regering toch wil kijken of de eis van de demonstranten kan worden ingewilligd.",33
s1314,"Ja, wij wisten van iets negatiefs toch iets positiefs te maken en een behoorlijke omzet te draaien"", zegt Van Egmond.",33
s1315,"Volgens een woordvoerder van Google is de negen minuten durende haast filosofische overdenking bedoeld om te provoceren: ""We snappen dat dit verontrustend is - zo is het bedoeld.",33
s1316,En er waren mensen die bijvoorbeeld de documentaire zagen en die het interessant vonden om erbij te horen.,33
s1317,Klanten zien niet aan de rommel dat wij langs zijn geweest.,33
s1318,De strategische verkenning en het in kaart brengen van de mogelijkheden moeten duidelijk maken waarom de overname van Kraft resoluut werd afgewezen en Unilever het waard is om op eigen benen te staan.,33
s1319,"Ik hoop dat SNL erkent dat veteranen het niet verdienen dat er slechte grappen over hun verwondingen worden gemaakt"", schreef hij op Twitter.",33
s1320,In de andere tekst zou worden gesuggereerd dat het de bedoeling was het land tot stilstand te brengen.,33
s1321,Maar aan dat perfecte zitten wel grenzen.,34
s1322,Er wordt dan ook goed verdiend aan het vinden van werk.,34
s1323,"Bekijk hieronder de video: Btw-verhoging Landelijk gezien stegen de prijzen gemiddeld 3,1 procent.",34
s1324,De brand woedde enkele uren en kostte het leven van een aardvarken.,34
s1325,"Minister De Jonge van Volksgezondheid, Welzijn en Sport heeft zijn opzienbarende bordesschoenen geschonken voor het goede doel.",34
s1326,Dat gaat op gevoel.,34
s1327,Deze vorm van entertainment leverde vorig jaar al meer dan 30 miljard yuan op (bijna 4 miljard euro) en naar verwachting zal dit verdriedubbeld zijn in 2020.,34
s1328,"D'r komt nog zo'n twee centimeter doorsnee bij, dan hebben ze precies de perfecte grootte.",34
s1329,Onze kustverdediging is tot nu toe altijd gebaseerd geweest op stormen.,34
s1330,"Amnesty International zegt dat ""opeenvolgende Egyptische regeringen"" daar veel te weinig tegen hebben gedaan, ook al presenteerden die zich soms als beschermers van de kopten.",34
s1331,"Natuurlijk niet echt verrassend"", zegt onderzoeker Guido Verschoor van Van Spronsen & Partners.",34
s1332,Terwijl die wethouders het heel makkelijk hebben en elk dossier kennen.,34
s1333,Het Amerikaanse ministerie van Buitenlandse Zaken informeert ons over hoe het verder gaat.,34
s1334,"Welk accent of dialect precies, daar zijn luisteraars het vaak niet over eens.",34
s1335,"In de zwaar getroffen stad Palu worden mensen steeds wanhopiger, zegt correspondent Michel Maas in het NOS Radio 1 Journaal.",34
